date,year,month,day,hour,week,is_weekend,is_open,jf,frequentation_park_daily,surface,duree,ouvert,interrompu,operation,visitor_count,temperature,humidite,rayonnement_solaire,day_degree_cold,day_degree_hot,temp_max,temp_min,temp_moy,humidite_max,humidite_min,humidite_moy,freq_HF,freq_MF,freq_THF,elec_1_real,elec_1_pred,elec_1_error_abs,elec_2_real,elec_2_pred,elec_2_error_abs
2026-01-01 00:00:00,2026,1,1,0,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-2.4,87.774376,0.0,20.4,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,56.42824999922887,58.301456,1.8732064521871479,26.80825,26.60471,0.2035403747558604
2026-01-01 01:00:00,2026,1,1,1,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-2.95,88.05301,0.0,20.95,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,49.68999999966472,59.2723,9.582300720550123,24.040000000000003,27.06179,3.021790466308591
2026-01-01 02:00:00,2026,1,1,2,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-3.45,88.00604,0.0,21.45,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,53.807000000588594,60.13743,6.330428283102812,23.297,27.06179,3.764790466308593
2026-01-01 03:00:00,2026,1,1,3,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-3.75,88.3121,0.0,21.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,50.27499999944121,60.13743,9.8624282842502,24.675,27.06179,2.386790466308593
2026-01-01 04:00:00,2026,1,1,4,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.0,88.289055,0.0,22.0,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,56.6929999999702,60.120506,3.427506286650896,25.473,27.06179,1.5887904663085948
2026-01-01 05:00:00,2026,1,1,5,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.8,88.55297,0.0,22.8,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,64.61200000029058,63.9267,0.6852994082495627,22.672000000000004,27.231983,4.559983184814449
2026-01-01 06:00:00,2026,1,1,6,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.85,86.86869,0.0,22.85,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,61.63000000044703,68.65144,7.021443480998279,27.682836,27.761436,0.07860046240234198
2026-01-01 07:00:00,2026,1,1,7,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-5.1,89.8928,0.0,23.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,69.07000000029802,69.101036,0.031036071479320526,23.630000000000003,29.120865,5.49086486816406
2026-01-01 08:00:00,2026,1,1,8,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-6.2,91.553314,0.0,24.2,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,72.84399999976158,79.4156,6.571603637933734,33.58149999999999,34.806755,1.2252550659179775
2026-01-01 09:00:00,2026,1,1,9,1,0,1,1,10600,1500,8.0,0.5,0.0,0.5,36,-6.1,91.56014,1.0,24.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,158.96600000075995,160.7142,1.7482028800994271,64.826,84.17154,19.34553930664063
2026-01-01 10:00:00,2026,1,1,10,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,312,-4.5,87.2375,70.0,22.5,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,194.85800000019373,185.57889,9.279112060740601,97.078,105.96476,8.886759826660153
2026-01-01 11:00:00,2026,1,1,11,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,673,-2.4,72.61229,189.0,20.4,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,190.98745454498987,188.28413,2.703320633857061,88.127455,108.90439,20.776933427734377
2026-01-01 12:00:00,2026,1,1,12,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,626,-0.45,58.720703,282.0,18.45,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,196.51854545562105,194.3249,2.193640060113239,93.618545,105.769966,12.151421125488284
2026-01-01 13:00:00,2026,1,1,13,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,411,0.85,64.45518,336.0,17.15,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,194.30899999961247,195.0388,0.72980310097347,91.029,106.148094,15.119094177246097
2026-01-01 14:00:00,2026,1,1,14,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,292,1.7,63.929306,316.0,16.3,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,197.48300000000745,193.5388,3.944196899421513,96.083,104.013176,7.93017596435547
2026-01-01 15:00:00,2026,1,1,15,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,249,1.95,65.93545,277.0,16.05,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,184.64599999934435,193.6839,9.037898926436895,88.546,104.464516,15.91851568603515
2026-01-01 16:00:00,2026,1,1,16,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,243,1.4,71.45504,187.0,16.6,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,194.14900000076744,192.78731,1.3616922615096314,87.989,103.64151,15.65251000976562
2026-01-01 17:00:00,2026,1,1,17,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,167,-1.35,85.29303,73.0,19.35,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,204.9139999995008,189.81918,15.094816649891413,93.064,100.15456,7.0905562744140695
2026-01-01 18:00:00,2026,1,1,18,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,102,-1.75,90.49418,2.0,19.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,199.35400000009687,181.22784,18.126155761815625,88.194,97.20024,9.006241088867185
2026-01-01 19:00:00,2026,1,1,19,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,31,-2.2,91.82049,0.0,20.2,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,167.08100000005214,168.34242,1.2614224852994198,63.12099999999999,88.7012,25.580202392578137
2026-01-01 20:00:00,2026,1,1,20,1,0,1,1,10600,1500,8.0,0.5,0.0,0.5,21,-2.85,93.86273,0.0,20.85,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,143.47899999916555,135.3724,8.106593993306177,74.889,77.10367,2.214668212890629
