date,year,month,day,hour,week,is_weekend,is_open,jf,frequentation_park_daily,surface,duree,ouvert,interrompu,operation,visitor_count,temperature,humidite,rayonnement_solaire,day_degree_cold,day_degree_hot,temp_max,temp_min,temp_moy,humidite_max,humidite_min,humidite_moy,freq_HF,freq_MF,freq_THF,ec_value_real,ec_value_pred,ec_value_error_abs
2026-01-01 00:00:00,2026,1,1,0,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-2.4,87.774376,0.0,20.4,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,10.72000000000262,31.638227848442465,20.918227848439845
2026-01-01 01:00:00,2026,1,1,1,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-2.95,88.05301,0.0,20.95,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,6.060000000004948,30.271748000292312,24.211748000287365
2026-01-01 02:00:00,2026,1,1,2,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-3.45,88.00604,0.0,21.45,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,6.479999999993016,30.80567968453225,24.325679684539235
2026-01-01 03:00:00,2026,1,1,3,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-3.75,88.3121,0.0,21.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,6.880000000007567,32.00530921706304,25.125309217055477
2026-01-01 04:00:00,2026,1,1,4,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-4.0,88.289055,0.0,22.0,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,7.399999999994179,34.05804060850804,26.658040608513858
2026-01-01 05:00:00,2026,1,1,5,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-4.8,88.55297,0.0,22.8,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,8.080000000004656,37.21090565673224,29.13090565672758
2026-01-01 06:00:00,2026,1,1,6,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-4.85,86.86869,0.0,22.85,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,15.19999999999709,43.47362926023851,28.27362926024142
2026-01-01 07:00:00,2026,1,1,7,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-5.1,89.8928,0.0,23.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,175.379999999993,123.43698210885277,51.94301789114023
2026-01-01 08:00:00,2026,1,1,8,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-6.2,91.553314,0.0,24.2,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,172.220000000007,136.58135269208185,35.63864730792514
2026-01-01 09:00:00,2026,1,1,9,1,0,1,1,10600,1300,4.0,0.8,0.0,0.8,231,-6.1,91.56014,1.0,24.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,169.2399999999936,150.83423816469488,18.405761835298733
2026-01-01 10:00:00,2026,1,1,10,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,518,-4.5,87.2375,70.0,22.5,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,161.18000000000757,145.20768990126774,15.972310098739825
2026-01-01 11:00:00,2026,1,1,11,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,597,-2.4,72.61229,189.0,20.4,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,156.13999999999942,140.78061547288698,15.35938452711244
2026-01-01 12:00:00,2026,1,1,12,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,661,-0.45,58.720703,282.0,18.45,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,152.58000000000175,122.86005507351248,29.719944926489262
2026-01-01 13:00:00,2026,1,1,13,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,513,0.85,64.45518,336.0,17.15,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,151.89000000000232,105.26100729922884,46.62899270077348
2026-01-01 14:00:00,2026,1,1,14,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,514,1.7,63.929306,316.0,16.3,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,158.5,100.54633541887799,57.95366458112201
2026-01-01 15:00:00,2026,1,1,15,1,0,1,1,10600,1300,4.0,1.0,0.2,0.8,500,1.95,65.93545,277.0,16.05,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,186.18999999999795,104.4610229363065,81.72897706369145
2026-01-01 16:00:00,2026,1,1,16,1,0,1,1,10600,1300,4.0,1.0,0.4,0.6,455,1.4,71.45504,187.0,16.6,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,151.8399999999965,106.21701262443196,45.62298737556455
2026-01-01 17:00:00,2026,1,1,17,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,561,-1.35,85.29303,73.0,19.35,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,151.56999999999388,105.16582078224778,46.404179217746105
2026-01-01 18:00:00,2026,1,1,18,1,0,1,1,10600,1300,4.0,1.0,0.4,0.6,410,-1.75,90.49418,2.0,19.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,179.3800000000061,103.29609216562604,76.08390783438007
2026-01-01 19:00:00,2026,1,1,19,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,360,-2.2,91.82049,0.0,20.2,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,151.44999999999854,105.09440411078295,46.35559588921559
2026-01-01 20:00:00,2026,1,1,20,1,0,1,1,10600,1300,4.0,1.0,0.0,1.0,207,-2.85,93.86273,0.0,20.85,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,153.4800000000032,103.94731720875878,49.532682791244426
2026-01-01 21:00:00,2026,1,1,21,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-3.6,94.88974,0.0,21.6,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,160.13999999999066,117.39738177966645,42.74261822032422
2026-01-01 22:00:00,2026,1,1,22,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-4.75,95.926544,0.0,22.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,183.89000000000087,123.05170153279246,60.8382984672084
2026-01-01 23:00:00,2026,1,1,23,1,0,1,1,10600,1300,4.0,0.0,0.0,0.0,0,-4.1,95.94826,0.0,22.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,171.9100000000064,111.29887429134187,60.61112570866452
2026-01-02 00:00:00,2026,1,2,0,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-3.35,97.056786,0.0,21.35,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,12.4,35.58984169176137,23.189841691761373
2026-01-02 01:00:00,2026,1,2,1,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-2.35,93.190605,0.0,20.35,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,9.470000000004076,35.87176488157465,26.40176488157057
2026-01-02 02:00:00,2026,1,2,2,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-2.45,93.18514,0.0,20.45,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,12.889999999999418,37.053654419236686,24.163654419237268
2026-01-02 03:00:00,2026,1,2,3,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-2.0,89.80301,0.0,20.0,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,12.319999999995344,36.56641067802004,24.246410678024695
2026-01-02 04:00:00,2026,1,2,4,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-2.1,91.14517,0.0,20.1,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,8.959999999991851,39.26221181336728,30.30221181337543
2026-01-02 05:00:00,2026,1,2,5,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-2.15,91.48214,0.0,20.15,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,8.10000000000582,45.312867573913906,37.212867573908085
2026-01-02 06:00:00,2026,1,2,6,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-2.45,91.80415,0.0,20.45,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,44.12000000000116,55.481761579195535,11.361761579194372
2026-01-02 07:00:00,2026,1,2,7,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-1.85,87.1727,0.0,19.85,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,178.98000000000465,138.7788684340087,40.20113156599595
2026-01-02 08:00:00,2026,1,2,8,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,-1.65,85.57871,0.0,19.65,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,172.7600000000035,144.38612203728218,28.37387796272131
2026-01-02 09:00:00,2026,1,2,9,1,0,1,0,9850,1300,4.0,0.8,0.0,0.8,221,-1.4,85.6064,0.0,19.4,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,166.83999999999068,139.06569486780165,27.774305132189028
2026-01-02 10:00:00,2026,1,2,10,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,526,-1.0,85.96971,11.0,19.0,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,159.43999999999653,118.79220413527155,40.64779586472498
2026-01-02 11:00:00,2026,1,2,11,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,616,-0.25,83.2301,46.0,18.25,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,150.50000000001745,112.00897520758468,38.49102479243277
2026-01-02 12:00:00,2026,1,2,12,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,541,0.05,82.960396,49.0,17.95,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,144.61999999997786,94.67053352842275,49.94946647155511
2026-01-02 13:00:00,2026,1,2,13,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,464,0.95,81.561424,57.0,17.05,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,145.3300000000163,79.75145054540653,65.57854945460977
2026-01-02 14:00:00,2026,1,2,14,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,484,1.6,79.58081,85.0,16.4,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,145.95000000000292,76.329950970096,69.62004902990692
2026-01-02 15:00:00,2026,1,2,15,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,591,3.15,71.012726,256.0,14.85,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,132.85999999998603,83.01208738280667,49.84791261717936
2026-01-02 16:00:00,2026,1,2,16,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,495,3.0,72.03415,168.0,15.0,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,101.2,82.23669591210711,18.963304087892894
2026-01-02 17:00:00,2026,1,2,17,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,509,1.2,82.499435,74.0,16.8,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,75.85,79.04690525358606,3.196905253586067
2026-01-02 18:00:00,2026,1,2,18,1,0,1,0,9850,1300,4.0,1.0,0.2,0.8,489,-0.1,89.62424,2.0,18.1,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,67.41000000001223,91.00253992527813,23.592539925265896
2026-01-02 19:00:00,2026,1,2,19,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,337,-0.15,94.33869,0.0,18.15,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,66.62999999999593,93.44909134614727,26.81909134615134
2026-01-02 20:00:00,2026,1,2,20,1,0,1,0,9850,1300,4.0,1.0,0.0,1.0,356,0.4,95.052345,0.0,17.6,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,95.85999999999476,97.86636440154837,2.0063644015536113
2026-01-02 21:00:00,2026,1,2,21,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,1.5,93.05996,0.0,16.5,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,110.7399999999994,85.90120385046411,24.838796149535284
2026-01-02 22:00:00,2026,1,2,22,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,1.85,94.7683,0.0,16.15,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,117.81000000000058,82.87790916202628,34.9320908379743
2026-01-02 23:00:00,2026,1,2,23,1,0,1,0,9850,1300,4.0,0.0,0.0,0.0,0,1.35,96.81836,0.0,16.65,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,102.56000000000932,75.02323446745622,27.536765532553105
2026-01-03 00:00:00,2026,1,3,0,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.1,98.18528,0.0,19.1,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,8.939999999999419,77.51924903220676,68.57924903220734
2026-01-03 01:00:00,2026,1,3,1,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.05,98.90808,0.0,19.05,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,6.070000000004074,71.55067485274557,65.4806748527415
2026-01-03 02:00:00,2026,1,3,2,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.85,99.26605,0.0,19.85,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,6.249999999994179,71.9170360633869,65.66703606339273
2026-01-03 03:00:00,2026,1,3,3,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.65,98.53928,0.0,19.65,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,6.699999999988358,79.14950747445228,72.44950747446391
2026-01-03 04:00:00,2026,1,3,4,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.3,98.54348,0.0,19.3,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,6.420000000018627,86.55012522828468,80.13012522826605
